,證券代號,100張以下人數,100張以下比例,101-200張人數,101-200張比例,201-400張人數,201-400張比例,401-800張人數,401-800張比例,801-1000張人數,801-1000張比例,1000張以上人數,1000張以上比例
51,00665L,921,41.769999999999996,38,15.59,24,19.46,8,13.77,2,4.9,1,4.42
52,00666R,64,4.59,2,4.27,1,3.32,2,12.43,1,12.3,3,63.04
53,00668,1345,31.589999999999996,2,2.71,1,3.31,1,6.74,0,0.0,2,55.58
54,00668K,3,99.99000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
55,00669R,4638,29.44,241,12.66,95,9.88,55,11.120000000000001,6,1.94,22,34.91
56,00670L,991,43.41,12,9.49,7,12.07,5,14.55,0,0.0,2,20.38
57,00671R,2577,25.04,176,12.02,110,14.3,41,10.04,8,3.29,28,35.23
58,00673R,1835,46.31,53,16.1,11,6.84,10,11.91,0,0.0,4,18.78
59,00674R,466,25.939999999999998,9,7.0,3,5.15,5,12.23,2,9.33,4,40.27
60,00675L,468,4.02,0,0.0,3,1.29,1,1.15,0,0.0,6,93.48
61,00676R,3667,15.030000000000001,294,7.9,200,10.57,91,9.29,12,1.99,52,55.15
62,00678,2703,76.0,5,5.24,1,2.15,1,6.79,0,0.0,1,9.75
63,00679B,8222,11.93,21,0.77,8,0.62,6,0.85,0,0.0,5,85.75
64,00680L,192,50.61000000000001,3,12.67,0,0.0,2,36.66,0,0.0,0,0.0
65,00681R,183,0.51,7,0.27,4,0.3,3,0.41000000000000003,1,0.23,8,98.21
66,00682U,948,27.62,6,3.55,1,1.49,3,7.53,0,0.0,2,59.73
67,00683L,1412,41.65,38,12.07,16,10.21,8,11.77,1,2.09,5,22.13
68,00684R,26,3.3199999999999994,0,0.0,0,0.0,6,77.44999999999999,1,19.19,0,0.0
69,00685L,24,2.7199999999999998,1,3.21,1,7.72,1,15.3,0,0.0,2,71.0
70,00686R,521,28.46,11,5.45,14,14.57,7,13.149999999999999,2,6.25,3,32.05
71,00687B,1558,2.2899999999999996,3,0.22,1,0.13,2,0.77,0,0.0,3,96.53
72,00688L,53,17.45,1,4.62,0,0.0,1,15.69,2,62.18,0,0.0
73,00689R,127,0.15000000000000002,5,0.07,0,0.0,2,0.11,1,0.12,6,99.5
74,00690,2301,72.26,5,6.57,1,2.21,3,18.9,0,0.0,0,0.0
75,00692,77396,66.59,75,2.62,25,1.68,11,1.54,0,0.0,16,27.49
76,00693U,1957,55.49,9,4.78,5,5.88,4,8.92,1,3.01,4,21.84
77,00694B,1529,1.0,5,0.21,6,0.41,2,0.30000000000000004,1,0.21,7,97.8
78,00695B,2438,52.379999999999995,7,8.41,4,9.31,2,10.81,1,7.71,1,11.31
79,00696B,3645,1.35,5,0.11,7,0.36,0,0.0,0,0.0,5,98.13
80,00697B,963,48.18,3,4.71,1,3.89,2,15.93,1,12.96,1,14.26
81,00700,1562,72.11,6,7.52,5,12.07,2,8.25,0,0.0,0,0.0
82,00701,30644,84.0,30,3.18,12,2.56,3,1.21,1,0.58,5,8.41
83,00702,944,38.51,2,4.03,1,2.92,4,28.83,2,25.65,0,0.0
84,00703,1121,71.22999999999999,9,12.23,2,4.82,2,11.66,0,0.0,0,0.0
85,00706L,259,35.56,4,7.3,0,0.0,4,31.34,2,25.71,0,0.0
86,00707R,4,0.52,0,0.0,1,8.67,5,71.47,1,19.31,0,0.0
87,00708L,2821,45.54,58,12.65,22,9.77,14,12.36,4,5.5,4,14.11
88,00709,833,23.17,2,3.85,5,15.92,1,4.84,1,10.67,2,41.48
89,00710B,7387,15.06,46,1.97,18,1.49,6,0.94,0,0.0,8,80.48
90,00711B,952,0.47,1,0.02,1,0.04,1,0.06,0,0.0,6,99.35
91,00712,47635,71.08000000000001,279,8.0,94,5.32,27,2.96,6,1.18,15,11.4
92,00713,31206,53.019999999999996,49,3.11,15,1.85,8,2.11,2,0.81,12,39.04
93,00714,1672,67.11000000000001,7,11.35,1,2.56,1,7.41,1,11.52,0,0.0
94,00715L,12140,22.42,538,8.37,281,8.73,101,6.05,19,1.87,79,52.5
95,00717,15032,51.84,165,8.6,73,7.63,27,5.4399999999999995,5,1.8,19,24.62
96,00718B,1127,0.92,20,0.24,8,0.22,4,0.18,1,0.07,9,98.29
97,00719B,287,0.19,1,0.01,3,0.09,4,0.22,0,0.0,7,99.43
98,00720B,1676,1.3100000000000003,10,0.18,3,0.1,3,0.18,1,0.12,15,98.05
99,00721B,536,0.42,2,0.06,2,0.16,0,0.0,0,0.0,8,99.31
100,00722B,1120,0.28,3,0.05,1,0.03,4,0.24000000000000002,0,0.0,12,99.35
101,00723B,235,0.05,1,0.01,2,0.06,0,0.0,0,0.0,7,99.83
102,00724B,770,0.18000000000000002,3,0.02,1,0.02,3,0.08,1,0.05,13,99.59
103,00725B,674,0.4099999999999999,6,0.08,6,0.15,2,0.09,1,0.08,14,99.13
104,00726B,306,0.09999999999999999,2,0.03,1,0.01,1,0.03,0,0.0,13,99.76
105,00727B,908,7.119999999999999,4,0.59,2,0.66,2,1.05,0,0.0,5,90.51
106,00728,10212,89.97,8,3.76,6,4.58,1,1.62,0,0.0,0,0.0
107,00730,19806,85.0,18,2.88,5,1.58,1,0.57,0,0.0,4,9.92
108,00731,9986,86.53999999999999,4,1.61,2,1.98,1,2.11,0,0.0,2,7.7
109,00732,36,0.8600000000000001,2,4.91,1,5.65,3,22.1,0,0.0,1,66.45
110,00733,8932,78.24,8,3.88,3,2.95,1,1.52,0,0.0,2,13.34
111,00734B,526,32.19,8,9.39,3,7.44,3,13.33,1,8.34,1,29.21
112,00735,577,22.47,1,3.23,3,19.14,0,0.0,0,0.0,2,55.12
113,00736,364,14.930000000000001,0,0.0,0,0.0,0,0.0,1,11.44,4,73.59
114,00737,4549,56.49,5,2.32,6,5.99,3,5.220000000000001,1,2.78,3,27.14
115,00738U,3841,51.61,52,9.95,34,12.57,8,7.0,4,4.87,4,13.92
116,00739,3335,55.89999999999999,22,8.09,9,6.49,4,6.01,2,4.81,3,18.63
117,00740B,682,0.22,5,0.08,1,0.03,1,0.08,0,0.0,10,99.53
118,00741B,883,26.32,1,1.06,2,5.26,0,0.0,0,0.0,2,67.31
119,00742,938,10.419999999999998,2,1.18,0,0.0,2,4.59,0,0.0,3,83.74
120,00743,554,42.01,3,9.34,1,7.32,0,0.0,0,0.0,1,41.26
121,00744B,78,0.04,1,0.02,0,0.0,2,0.12,0,0.0,8,99.75
122,00745B,36,2.41,2,7.5,5,34.03,1,18.67,0,0.0,1,37.35
123,00746B,612,0.12999999999999998,5,0.07,0,0.0,0,0.0,0,0.0,13,99.75
124,00747B,55,0.02,0,0.0,2,0.08,0,0.0,0,0.0,7,99.85
125,00748B,18,0.0,2,0.05,2,0.08,0,0.0,0,0.0,7,99.83
126,00749B,34,0.0,1,0.01,1,0.03,1,0.05,1,0.1,9,99.76
127,00750B,12,0.17,0,0.0,1,0.47,0,0.0,1,1.3,3,98.03
128,00751B,3025,1.4200000000000002,10,0.12,5,0.1,4,0.17,0,0.0,14,98.12
129,00752,24301,83.17999999999999,119,7.5,20,2.74,7,1.85,2,0.82,5,3.83
130,00753L,2126,60.209999999999994,47,15.91,18,11.14,5,6.03,2,4.16,1,2.47
131,00754B,162,0.38,0,0.0,0,0.0,1,0.35,0,0.0,4,99.22
132,00755B,989,1.7200000000000002,0,0.0,1,0.25,0,0.0,1,0.74,3,97.24
133,00756B,562,0.11,1,0.01,0,0.0,2,0.11,0,0.0,9,99.72
134,00757,20272,55.489999999999995,133,12.45,59,11.36,13,4.8,3,1.79,8,14.02
135,00758B,41,2.94,1,2.09,1,4.44,0,0.0,0,0.0,1,90.49
136,00759B,21,0.22,0,0.0,1,0.42,0,0.0,0,0.0,2,99.33
137,00760B,89,0.13,1,0.05,1,0.08,1,0.14,0,0.0,6,99.54
138,00761B,336,0.08,2,0.02,1,0.02,2,0.08,1,0.07,14,99.66
139,00762,5039,20.22,6,1.25,2,0.88,6,4.96,0,0.0,6,72.63
140,00763U,723,40.26,1,2.06,3,10.23,2,10.51,1,9.66,2,27.21
141,00764B,382,0.15,1,0.03,0,0.0,0,0.0,0,0.0,5,99.76
142,00765B,50,3.18,0,0.0,0,0.0,1,25.7,0,0.0,1,71.1
143,00768B,559,0.060000000000000005,0,0.0,1,0.13,1,0.23,0,0.0,3,99.56
144,00770,788,44.25000000000001,0,0.0,2,12.5,3,43.18000000000001,0,0.0,0,0.0
145,00771,2361,29.46,2,0.6,4,2.48,2,2.45,0,0.0,7,64.95
146,00772B,2793,1.12,6,0.06,3,0.05,3,0.11000000000000001,2,0.15,11,98.42
147,00773B,748,0.22000000000000003,2,0.02,3,0.05,0,0.0,2,0.15,7,99.49
148,00774B,49,0.0,1,0.05,0,0.0,0,0.0,0,0.0,4,99.93
149,00774C,3,1.7000000000000002,0,0.0,0,0.0,0,0.0,0,0.0,1,98.29
150,00775B,84,0.16999999999999998,0,0.0,0,0.0,0,0.0,0,0.0,3,99.8
151,00777B,31,0.0,0,0.0,0,0.0,1,0.05,0,0.0,6,99.92
152,00778B,16,0.01,0,0.0,0,0.0,0,0.0,0,0.0,6,99.98
153,00779B,35,0.01,2,0.08,1,0.05,0,0.0,0,0.0,2,99.82
154,00780B,114,0.22,0,0.0,0,0.0,1,0.22,0,0.0,4,99.54
155,00781B,160,21.689999999999998,2,10.01,0,0.0,1,15.37,0,0.0,1,52.89
156,00782B,219,31.83,0,0.0,1,10.49,1,23.92,1,33.7,0,0.0
157,00783,1104,66.79,4,5.24,1,1.9,4,18.35,1,7.66,0,0.0
158,00784B,66,6.4399999999999995,1,3.78,0,0.0,5,89.73,0,0.0,0,0.0
159,00785B,115,0.11000000000000001,2,0.1,0,0.0,2,0.33999999999999997,1,0.3,4,99.1
160,00786B,349,21.42,3,5.0,1,3.8,1,6.19,0,0.0,3,63.52
161,00787B,437,35.61,1,3.22,0,0.0,3,26.57,2,34.54,0,0.0
162,00788B,397,39.36,1,1.98,3,13.4,3,27.69,1,17.52,0,0.0
163,00789B,6,0.22,0,0.0,0,0.0,0,0.0,0,0.0,2,99.76
164,00790B,4,5.27,1,6.42,0,0.0,0,0.0,2,88.28,0,0.0
165,00791B,64,0.11,0,0.0,1,0.09,0,0.0,0,0.0,4,99.75
166,00792B,92,0.04,1,0.02,1,0.05,0,0.0,0,0.0,8,99.86
167,00793B,394,48.13999999999999,1,7.37,0,0.0,0,0.0,0,0.0,1,44.45
168,00794B,58,0.22,1,0.07,1,0.11,0,0.0,0,0.0,6,99.54
169,00795B,710,1.39,5,0.31,1,0.11,1,0.22,0,0.0,5,97.9
170,00796B,79,0.8600000000000001,2,0.35,2,0.56,1,0.61,0,0.0,3,97.55
171,00799B,234,28.380000000000003,0,0.0,0,0.0,2,22.12,2,49.45,0,0.0
172,008201,401,79.09,1,20.88,0,0.0,0,0.0,0,0.0,0,0.0
173,00830,6848,20.84,27,2.86,11,2.21,6,2.68,0,0.0,12,71.33
174,00831B,14,0.05,0,0.0,0,0.0,0,0.0,0,0.0,3,99.92
175,00834B,41,1.1300000000000001,0,0.0,0,0.0,0,0.0,0,0.0,3,98.84
176,00836B,210,0.26,2,0.13,2,0.29,0,0.0,0,0.0,5,99.27
177,00838B,72,4.4399999999999995,0,0.0,1,3.95,1,12.01,0,0.0,2,79.56
178,00840B,52,1.19,1,0.95,0,0.0,1,2.5,0,0.0,2,95.32
179,00841B,48,0.32999999999999996,0,0.0,1,0.45,0,0.0,0,0.0,3,99.18
180,00842B,23,0.92,1,1.18,1,3.67,0,0.0,0,0.0,3,94.19
181,00843B,10,1.21,3,9.14,0,0.0,0,0.0,0,0.0,2,89.62
182,00844B,8,0.18,1,0.26,0,0.0,0,0.0,0,0.0,3,99.54
183,00845B,230,0.43,3,0.23,1,0.15,1,0.29,1,0.56,4,98.28
184,00846B,94,0.21,3,0.51,0,0.0,2,1.64,0,0.0,3,97.59
185,00847B,478,25.179999999999996,4,6.33,1,2.32,0,0.0,0,0.0,3,66.11
186,00848B,109,0.22999999999999998,5,0.43,2,0.32,0,0.0,0,0.0,4,98.98
187,00849B,81,0.04,2,0.03,3,0.12,0,0.0,1,0.13,5,99.64
188,00850,64568,79.66,62,2.74,23,2.2,5,0.85,5,1.58,10,12.89
189,00851,925,8.0,2,1.17,0,0.0,0,0.0,0,0.0,2,90.8
190,00852L,447,22.74,7,6.18,7,13.39,2,7.5600000000000005,0,0.0,5,50.12
191,00853B,45,6.35,2,7.78,0,0.0,3,36.28,0,0.0,1,49.54
192,00856B,67,1.13,1,0.64,0,0.0,0,0.0,0,0.0,1,98.2
193,00857B,192,14.690000000000001,0,0.0,1,11.23,1,15.63,0,0.0,1,58.4
194,00858,835,30.94,0,0.0,2,14.09,0,0.0,0,0.0,1,54.93
195,00859B,202,9.77,0,0.0,1,9.97,1,12.49,0,0.0,1,67.73
196,00860B,158,1.9400000000000002,0,0.0,1,1.43,0,0.0,0,0.0,1,96.58
197,00861,27454,79.16,31,2.81,11,1.74,5,1.5299999999999998,3,1.59,8,13.1
198,00862B,258,0.31000000000000005,3,0.16,0,0.0,1,0.15,0,0.0,4,99.31
199,00863B,129,0.14,3,0.14,0,0.0,0,0.0,0,0.0,5,99.68
200,00864B,52,5.109999999999999,1,3.31,2,11.84,0,0.0,0,0.0,2,79.69
201,00865B,589,65.33,0,0.0,1,4.76,3,29.86,0,0.0,0,0.0
202,00867B,8,0.03,0,0.0,2,0.17,0,0.0,0,0.0,5,99.79
203,00870B,220,0.28,0,0.0,3,0.26,0,0.0,1,0.25,7,99.15
204,00875,7917,81.00999999999999,8,3.27,7,6.53,3,4.68,0,0.0,1,4.42
205,00876,25567,71.33000000000001,51,4.25,19,2.99,8,2.34,1,0.5,11,18.49
206,00877,19394,64.56,241,9.71,100,7.53,31,4.6899999999999995,3,0.77,20,12.67
207,00878,280832,79.47,793,6.0,221,3.39,74,2.21,9,0.44,33,8.4
208,00881,285274,78.24,534,4.05,146,2.14,33,0.92,4,0.19,32,14.38
209,00882,107688,64.81,1210,10.2,398,6.48,118,3.76,11,0.58,33,14.11
210,00883B,304,10.290000000000001,3,4.99,1,3.4,1,8.62,1,12.1,1,60.54
211,00884B,186,1.87,4,1.95,2,1.59,0,0.0,0,0.0,2,94.55
212,00885,79662,70.0,414,8.24,158,6.14,43,3.23,14,1.81,25,10.5
213,00886,3131,77.39,10,9.54,2,4.29,1,3.31,1,5.42,0,0.0
214,00887,1964,27.12,6,2.53,3,2.24,2,3.25,0,0.0,2,64.79
215,00888,87230,88.51,143,4.24,29,1.77,15,1.7799999999999998,1,0.2,7,3.42
216,00889B,20,13.45,2,86.53,0,0.0,0,0.0,0,0.0,0,0.0
217,00890B,16,0.05,1,0.37,0,0.0,0,0.0,1,2.64,2,96.91
218,00891,95470,79.03,183,4.64,57,2.78,16,1.63,1,0.16,10,11.69
219,00892,56530,71.4,124,4.34,41,2.74,14,1.9100000000000001,4,0.9,12,18.64
220,00893,145260,74.96000000000001,518,6.43,168,4.08,72,3.25,15,1.19,26,10.02
221,00894,20909,68.39999999999999,18,2.25,5,1.32,2,1.09,1,0.83,7,26.04
222,00895,56707,75.56,177,6.7,39,2.94,21,2.91,3,0.7,11,11.09
223,00896,60983,81.83,107,4.35,33,2.66,11,1.73,1,0.26,10,9.09
224,00897,24721,75.82,189,9.04,50,4.52,16,2.87,7,2.04,6,5.62
225,00898,30877,76.56,219,8.28,87,5.89,25,3.3,3,0.67,8,5.23
226,00900,109138,73.64,680,8.74,173,4.03,55,2.59,7,0.49,29,10.43
227,00901,21718,68.33000000000001,101,7.63,22,2.98,11,2.9699999999999998,5,2.2,10,15.83
228,1101,346630,22.220000000000006,1210,2.7,582,2.64,292,2.6799999999999997,68,1.0,377,68.69
229,1101B,8907,3.2199999999999998,7,0.51,5,0.82,3,1.0,4,1.84,14,92.54
230,1102,123812,13.989999999999998,497,1.99,264,2.04,143,2.21,30,0.77,234,78.92
231,1103,50854,16.8,143,2.62,76,2.8,41,2.9699999999999998,11,1.33,78,73.39
232,1104,35702,18.71,145,3.14,63,2.64,45,3.71,5,0.69,44,71.04
233,1107,3464,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
234,1108,15995,16.7,44,1.59,22,1.47,14,1.96,3,0.69,48,77.52
235,1109,8097,11.84,66,2.71,31,2.51,33,4.9399999999999995,11,2.99,39,74.93
236,1110,6429,3.96,27,0.67,19,0.95,11,1.12,3,0.45,40,92.78
237,1113O,179,76.91,1,23.07,0,0.0,0,0.0,0,0.0,0,0.0
238,1113R,393,82.13000000000001,3,17.83,0,0.0,0,0.0,0,0.0,0,0.0
239,1201,60363,28.03,145,4.01,79,4.37,37,4.16,7,1.21,33,58.16
240,1203,33534,7.830000000000001,32,1.87,18,1.98,14,3.48,5,1.95,31,82.83
241,1204,3651,48.07,5,3.43,3,3.82,4,13.61,0,0.0,2,30.97
242,1207,48031,19.37,82,2.53,29,1.56,16,1.7999999999999998,1,0.18,32,74.51
243,1210,103128,33.720000000000006,186,2.88,89,2.72,51,3.2800000000000002,4,0.43,72,56.89
244,1212,31336,41.16,103,8.26,46,7.08,23,7.3,3,1.5,20,34.62
245,1213,7229,17.91,7,1.64,5,2.42,2,2.2800000000000002,1,1.58,7,74.07
246,1215,63505,34.05,43,2.15,26,2.64,15,3.43,2,0.68,19,56.96
247,1216,136592,7.45,456,1.1,290,1.46,263,2.67,71,1.11,488,86.13
248,1217,95288,41.59,167,4.47,58,3.21,34,3.99,16,2.9,71,43.77
249,1218,54645,13.93,54,1.54,37,2.08,26,2.87,10,1.88,60,77.62
250,1219,33009,20.810000000000002,50,2.12,30,2.56,25,4.44,3,0.77,55,69.21
251,1220,14380,20.910000000000004,46,3.71,38,6.03,18,5.970000000000001,3,1.47,30,61.84
252,1221,19284,52.0,54,7.81,22,6.55,9,5.18,3,2.74,11,25.64
253,1224,3694,7.890000000000001,7,1.55,6,2.68,7,5.95,0,0.0,14,81.86
254,1225,18134,4.56,15,0.89,14,1.86,6,1.51,5,2.19,55,88.92
255,1227,62229,24.589999999999996,121,1.86,43,1.32,33,2.08,7,0.68,34,69.4
256,1228,1610,46.08,6,7.48,4,9.28,3,17.54,1,7.64,1,11.9
257,1229,90804,26.119999999999997,372,3.53,132,2.52,58,2.33,13,0.84,79,64.59
258,1231,25502,29.900000000000006,42,2.75,13,1.63,6,1.65,1,0.44,16,63.53
259,1232,16777,19.45,22,1.78,7,1.32,5,1.55,0,0.0,6,75.84
260,1233,7710,16.150000000000002,37,5.79,21,7.09,15,8.74,1,1.07,14,61.08
261,1234,22396,8.1,64,2.33,44,3.21,39,5.64,11,2.44,88,78.21
262,1235,3028,3.4200000000000004,7,0.88,10,2.84,5,2.54,1,0.95,12,89.31
263,1236,26190,12.030000000000001,12,1.59,10,2.58,2,1.18,3,2.64,22,79.93
264,1238,2069,69.56,22,9.61,8,6.58,4,5.99,0,0.0,2,8.18
265,1240,2717,22.7,9,3.15,14,11.19,15,23.439999999999998,1,2.4,8,37.06
266,1256,8750,30.64,9,3.4,8,6.75,3,4.38,2,5.38,3,49.37
267,1258,798,15.670000000000002,11,4.33,8,5.96,4,5.640000000000001,0,0.0,7,68.31
268,1259,14468,22.409999999999997,8,3.44,6,5.43,2,3.17,0,0.0,5,65.48
269,1260,1209,12.8,23,3.26,17,4.3,8,4.21,5,4.68,20,70.67
270,1264,7844,31.479999999999997,8,2.83,20,14.86,7,12.16,6,13.96,5,24.62
271,1268,3062,14.719999999999999,7,2.26,10,6.99,5,5.59,0,0.0,11,70.39
272,1269,424,6.630000000000001,2,1.88,8,11.59,1,2.95,0,0.0,5,76.88
273,1271,437,15.36,17,7.42,14,11.14,12,19.42,3,8.35,5,38.23
274,1293,160,7.77,7,8.38,3,8.26,6,30.72,0,0.0,4,44.81
275,1294,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
276,1301,187475,9.879999999999999,720,1.56,366,1.59,240,2.12,62,0.87,347,83.91
277,1303,191446,10.0,1010,1.75,498,1.74,282,1.9699999999999998,50,0.56,364,83.9
278,1304,99386,26.52,244,2.83,92,2.14,88,4.25,10,0.77,73,63.4
279,1305,73184,38.330000000000005,156,3.78,72,3.49,42,4.3,5,0.8,33,49.23
280,1306,6303,62.7,37,11.45,9,5.48,2,1.84,0,0.0,2,18.48
281,1307,17849,13.74,51,1.73,29,2.12,15,1.92,3,0.65,38,79.78
282,1308,66895,33.44,160,3.63,76,3.47,48,4.55,8,1.21,31,53.63
283,1309,61767,48.34,104,3.73,45,3.18,13,1.96,2,0.45,8,42.24
284,1310,91504,51.83,185,4.82,89,4.74,37,3.92,6,1.12,33,33.51
285,1312,92053,41.13,403,6.58,151,4.63,84,5.47,29,2.91,100,39.2
286,1312A,1304,34.09,11,7.9,6,8.02,5,12.39,1,4.79,3,32.77
287,1313,69056,24.440000000000005,309,3.25,149,3.11,89,3.77,13,0.89,74,64.47
288,1314,283678,45.31999999999999,2107,7.49,820,5.89,317,4.55,51,1.2,211,35.48
289,1315,6402,14.629999999999999,16,2.37,14,3.75,13,7.17,4,3.77,23,68.21
290,1316,25047,35.510000000000005,106,6.49,54,6.79,27,6.73,3,1.11,27,43.29
291,1319,28739,20.3,97,2.3,49,2.44,36,3.37,4,0.61,56,70.89
292,1321,3531,11.77,106,6.76,61,7.4,45,10.58,5,2.05,41,61.39
293,1323,7208,26.89,39,5.95,17,5.04,22,13.77,5,4.92,15,43.35
294,1324,12044,22.12,12,2.16,9,3.51,7,5.0,1,1.28,15,65.84
295,1325,15719,49.08,18,2.98,8,2.72,5,3.01,1,0.97,5,41.19
296,1326,147465,9.67,575,1.36,241,1.16,141,1.2999999999999998,36,0.55,224,85.89
297,1333,16034,31.54,36,6.72,28,11.37,9,6.1,1,1.14,3,43.03
298,1336,8926,30.929999999999996,36,7.09,19,6.57,13,9.41,2,2.46,10,43.46
299,1337,34002,45.61,170,8.76,56,5.85,24,4.85,4,1.36,17,33.5
300,1338,23657,47.83,27,4.26,19,6.68,10,6.970000000000001,2,2.31,10,31.86
301,1339,6077,27.79,8,1.51,2,0.77,5,3.81,1,1.16,10,64.87
302,1340,31449,51.23999999999999,91,8.06,30,5.39,17,5.74,1,0.57,7,28.92
303,1341,10034,7.1899999999999995,6,1.54,10,5.28,4,4.29,1,1.96,9,79.66
304,1342,2089,13.879999999999999,10,1.88,5,2.01,7,5.34,0,0.0,7,76.81
305,1343,337,13.240000000000002,15,6.4,6,5.09,11,19.43,0,0.0,6,55.75
306,1402,99102,7.75,508,1.35,291,1.52,162,1.71,33,0.54,279,87.03
307,1407,167941,53.74000000000001,213,6.5,84,5.15,42,5.11,7,1.42,29,28.01
308,1407A,5119,40.95,20,4.17,5,2.39,1,0.62,0,0.0,8,51.81
309,1408,73242,62.779999999999994,238,9.31,85,6.58,48,7.26,4,0.91,26,13.08
310,1409,116780,24.830000000000002,323,2.81,115,1.98,54,1.83,14,0.76,112,67.71
311,1410,6492,12.110000000000001,13,3.06,14,6.17,6,5.390000000000001,4,5.87,10,67.34
312,1413,11386,22.58,29,3.03,24,4.84,12,5.029999999999999,3,1.98,10,62.46
313,1414,30428,19.26,21,1.3,17,2.2,13,3.42,1,0.37,24,73.4
314,1416,34445,33.55,77,5.64,41,5.97,14,4.3,4,1.92,25,48.56
315,1417,31015,32.9,82,6.11,38,5.63,20,5.55,3,1.54,21,48.2
316,1418,13198,14.950000000000001,19,4.47,15,7.1,8,8.29,3,4.65,7,60.47
317,1419,12255,5.260000000000001,29,1.36,15,1.43,20,3.85,6,1.72,51,86.31
318,1423,14839,14.740000000000002,30,3.08,18,4.0,10,4.04,5,3.23,17,70.83
319,1432,57386,30.8,16,2.64,8,2.47,6,3.9000000000000004,4,3.93,12,56.18
320,1434,58423,16.73,307,2.58,131,2.2,48,1.58,13,0.67,69,76.16
321,1435,23170,7.93,17,1.79,10,1.94,4,1.4700000000000002,1,0.62,20,86.2
322,1436,6844,9.23,16,2.3,12,3.19,5,3.82,0,0.0,17,81.39
323,1437,9332,15.67,76,4.93,37,5.12,30,8.489999999999998,4,1.76,35,63.95
324,1438,4785,17.47,17,3.54,11,4.35,3,2.97,6,7.75,14,63.85
325,1439,6383,18.029999999999998,16,2.5,5,1.3,5,2.89,1,1.07,16,74.13
326,1440,89884,18.419999999999998,267,2.27,132,2.27,87,3.08,22,1.18,120,72.71
327,1441,17549,34.89,25,3.32,11,3.09,12,6.4399999999999995,1,0.84,10,51.34
328,1442,9109,11.06,87,3.3,50,3.75,33,5.12,12,2.97,61,73.75
329,1443,10420,9.38,19,2.05,13,2.95,19,7.51,4,2.61,20,75.41
330,1444,63470,32.79,267,3.95,78,2.28,47,2.75,12,1.16,66,56.99
331,1445,11520,12.56,54,5.81,31,6.37,19,7.81,3,2.11,16,65.27
332,1446,6073,15.260000000000002,48,5.18,22,4.16,20,7.72,2,1.21,20,66.41
333,1447,43269,25.89,241,3.78,101,3.08,51,3.2800000000000002,10,0.93,72,62.96
334,1449,15268,20.4,37,4.74,16,3.7,10,4.59,2,1.43,6,65.07
335,1450,15785,59.72,49,8.13,21,7.22,5,3.62,1,0.98,8,20.26
336,1451,19219,27.63,62,4.4,25,3.61,14,3.9099999999999997,3,1.47,13,58.9
337,1452,25351,46.11,44,4.5,30,6.25,28,11.76,4,2.54,12,28.78
338,1453,8692,12.91,18,2.42,11,3.11,7,3.58,4,3.82,12,74.1
339,1454,12979,12.669999999999998,26,2.8,23,5.3,18,7.92,4,2.71,28,68.52
340,1455,46863,39.269999999999996,157,4.28,53,2.84,33,3.28,5,0.83,29,49.44
341,1456,5506,11.709999999999999,16,2.3,11,3.4,2,1.23,0,0.0,6,81.28
342,1457,21463,26.629999999999995,100,4.62,39,3.73,21,3.95,5,1.57,33,59.41
343,1458,21691,30.550000000000004,104,6.23,44,4.83,32,7.1,5,1.75,23,49.48
344,1459,16126,14.999999999999998,65,2.57,44,3.3,25,4.08,7,1.73,35,73.25
345,1460,35264,26.96,255,5.08,107,4.1,56,4.21,26,3.54,55,56.02
346,1462,63685,38.970000000000006,162,7.56,85,7.87,57,9.959999999999999,7,2.12,38,33.44
347,1463,11299,27.61,48,3.79,22,3.62,31,9.879999999999999,1,0.57,13,54.46
348,1464,42323,32.690000000000005,120,4.55,64,4.75,29,4.17,7,1.62,34,52.14
349,1465,10203,24.380000000000003,27,3.48,17,4.78,12,6.9,1,0.9,18,59.48
350,1466,21757,32.78,35,4.54,24,5.52,7,3.8099999999999996,0,0.0,24,53.26
351,1467,17218,25.179999999999996,74,4.46,27,3.1,13,2.91,5,1.97,22,62.32
352,1468,1505,1.6500000000000001,4,0.39,1,0.15,0,0.0,0,0.0,18,97.75
353,1469,679,0.85,4,0.4,9,2.05,16,6.65,1,0.75,20,89.23
354,1470,1197,5.57,14,2.44,16,4.79,17,10.29,6,6.07,15,70.76
355,1471,28274,62.13,80,7.33,21,3.84,10,3.9,1,0.66,12,22.08
356,1472,2891,23.779999999999998,14,7.21,4,4.01,1,2.78,0,0.0,2,62.15
357,1473,14562,27.080000000000002,34,2.96,27,5.04,12,3.9299999999999997,1,0.59,20,60.34
358,1474,16963,40.56999999999999,42,4.59,24,5.68,11,4.62,4,2.89,14,41.59
359,1475,1682,13.61,11,6.36,9,10.56,2,4.24,0,0.0,4,65.16
360,1476,8354,8.14,78,3.96,60,6.17,48,10.45,6,1.97,50,69.21
361,1477,15857,18.52,95,5.58,59,7.0,40,9.2,8,2.91,44,56.73
362,1491,1678,20.96,31,8.14,24,12.72,9,9.29,3,4.77,12,44.05
363,1492O,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
364,1492R,88,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
